av_depth,max_depth,min_depth,num_acl,num_rel_cl,num_advcl,num_sent,num_tok,av_tok_before_root,av_len_sent,num_cl,num_tu,num_compl_tu,num_coord,num_poss,num_prep,num_adj_noun,num_part_noun,num_noun_inf,pos_sim_nei,pos_sim_all,lemma_sim_all,lemma_sim_nei,density,ls,vs,corrected_vs,squared_vs,lfp_1000,lfp_2000,lfp_uwl,lfp_rest,ndw,ttr,corrected_ttr,root_ttr,log_ttr,uber_ttr,d,lv,vvi,squared_vv,corrected_vv,vvii,nv,adjv,advv,modv,der_level3,der_level4,der_level5,der_level6,mci,freq_finite_forms,freq_aux,num_inf,num_gerunds,num_pres_sing,num_pres_plur,num_past_part,num_past_simple,num_linkings,num_4grams,num_func_ngrams,num_shell_noun,num_misspelled_tokens,punct_mistakes_pp,punct_mistakes_because,punct_mistakes_but,punct_mistakes_compare,million_mistake,side_mistake,name,text,class,type,sum_punct
5.11,10,3,8,6,10,19,367,5.42,19.32,40,25,15,8,19,15,28,4,5,15.22,15.47,21.09,20.89,0.51,0.09,0.1,0.49,0.48,0.74,0.11,0.03,0.12,168,0.46,6.2,8.77,0.87,288.61,0.85,0.46,0.81,33.92,4.12,0.23,0.11,0.15,0.09,0.23,0.02,0.06,0.03,0.04,3.75,0.33,0.5,18,10,17,0,7,4,15,2,0,6,2,2,1,0,0,0,0,./data/exam/exam2014/ZEv_16_2,"Nowadays, the problems with student behavior seems to be a common problem for schools in many countries. There are probably some common reasons for that and as we can identify them we can succesfully solve them. 

Personally I think that the most usual problem  leading to bad student behavior is that students are bored. It happens, I suppose, because of old-fashioned educational system. Our everyday lifestyle has changed greatly during the last 30 years but learning systems in many countries do not take it into account. The way students percept information is new but the way information is given in schools is still old-fashioned. Thus, students easily get bored and learning process is not succesful. 

There are many ways to solve this problem. For instance, schools in Norway use modern methods of education, allowing students do what they want and including lots of interactive lessons. Teacher should try to make their way of teaching more living to attract students’ attention. 

However, that is not only schools that should worry about student behavior. Home is the first place where student’s attitude to studying is forming. It is often that parents do not pay enough attention to the process of nursing that includes making a child like learning. For example, some parents are so busy with their work that do not spend time reading books with children or answering their questions about the surrounding world. Thus, step by step a child loses his curiousity and begins to hate studing. This problem may be solved by providing special programms for parents that teach parents the importance of right way of communicating with children so that they love the process of learning. 

Summarising my points I should say that I see two main problems that lead to bad students behaviour in schools: old-fashiond way of teaching and parents’ poor attitude to the process pf nursing. All these problems can be solved by special governmental programes and, of course, by acts of individuals. 
",60,2,3
4.88,7,3,6,3,1,8,176,7.38,22.0,11,9,2,5,15,16,8,8,0,16.57,18.91,24.95,21.86,0.43,0.13,0.07,0.18,0.07,0.59,0.19,0.05,0.18,75,0.43,4.0,5.65,0.84,164.48,0.74,0.43,0.47,3.27,1.28,0.09,0.12,0.11,0.07,0.17,0.0,0.07,0.04,0.0,3.5,0.2,0.53,1,0,2,0,11,6,10,0,0,0,0,0,0,1,1,0,0,./data/exam/exam2017_7/OBy_193_1,"The pie charts demonstrate the amount of goods in percentage, which was delivered to Eastern Europe by different transport in 2008. 

Overall, the goods were transported either by rail or by road. The share of metals and machinery, delivered by trains was significantly larger, than amount of these goods transported by road.  The amount of other goods was supplied practically in equal shares. 

In all the issues, which were transported by trains, the transportation of metals made 35% of the whole share. This is three times larger in comparison with share of metals delivered by road. The amount of machinery transported by motor vehicle made only 2% out of 100, which is six times less than transportation of this good by railways. 

The share of manufactured goods, chemicals and non-metallic minerals did not change significantly, but the transportation of food products by road made 30%, while it made only 11%  by rail. 
",60,1,2
5.57,11,3,10,8,12,21,509,6.52,24.24,42,21,21,6,24,24,32,7,10,20.25,19.36,25.67,26.75,0.49,0.08,0.05,0.28,0.16,0.73,0.12,0.05,0.09,223,0.44,6.99,9.88,0.87,286.03,0.85,0.44,0.74,31.88,3.99,0.17,0.15,0.12,0.1,0.23,0.03,0.06,0.05,0.03,5.0,0.22,0.64,33,3,12,0,15,11,36,20,5,4,3,0,1,0,0,0,0,./data/exam/exam2017/NMya_23_2,"It has become a matter of a huge concern that young people commit more crimes than earlier. That is why it is very important to understand the causes of this trend in order to solve this issue.
First of all, it is obvious that millennials at their current age have more opportunities and higher living standards than their parents or grandparents had. Young people often do not need to be concerned about how to help their family and so on. This results in a larger amount of free time, which, unfortunately, is not fully occupied by useful things such as sports or studying. In other words, young people have enough time to do whatever they want, which sometimes includes getting into “wrong” companies of friends, who can rob or attack innocent people just for the sake of fun. That is one of the mechanisms how young people can start to commit crimes.
Another reason of the described trend of more crimes committed by the young age group people might be as follows: current media produce a lot of content which is connected with cruelty, and young adults become more tolerant to crimes by wathing such content. For instance, news agencies often try to show some awful and scaring videos from the places of accidents such as airplane crushes, car accidents or terrorist attacks. Such videos spread extremely quickly in social networks, which are very popular among youngsters. As a result, especially this age group faces a lot of cruelty online through these videos.
In order to tackle the above-mentioned causes of the problem, I would, firstly, suggest creating multiple hobby clubs at schools, so that pupils could have a variety of things to do in their free time. Evidently, this measure would be even more effective, if school students had an obligation to attend at least several hobby clubs. As for the cruel content on TV and on the Internet, it can be wise to put more age restrictions on it. However, it is necessary to keep in mind the possibility of an opposite effect which in that young people might get angry, if they are prohibited to watch something. I believe that such effect can be avoided, if both mentioned measures are implemented, because then young people will not have time to try to watch prohibitted content. Also, parents should pay attention to what their children are occupied with.
To sum up, it is necessary to emphasize that the problem can be effectively addressed only if a combination of techniques is used. In this case both teachers at schools and parents at home should be attentive to the children and surround them with support. It would be the best way to destroy any incentives to commit crimes.
",70,2,1
5.29,11,0,5,13,10,14,327,7.86,23.36,39,14,25,4,14,9,20,2,4,19.54,19.82,24.5,25.15,0.46,0.06,0.03,0.12,0.03,0.76,0.11,0.04,0.08,109,0.33,4.26,6.03,0.81,119.71,0.79,0.33,0.56,10.12,2.25,0.12,0.07,0.12,0.07,0.19,0.0,0.05,0.09,0.0,2.25,0.31,1.09,19,5,10,0,3,5,26,3,0,1,1,0,1,1,0,0,0,./data/exam/exam2016/EKu_108_2,"Nowadays there is an opinion that the most efficient way to reduce crime is to give longer prison sentences. Anyway there is an argue on this topic, so there are people who believe in other alternative ways of reducing crime which are better in their opinion. The first group of people arguing on this topic, think that all those who commit crimes should get their corresponding prison sentence. If the crime is hard, the person must get the longest prison sentence, otherwise after leaving the prison this person will be able to make the crime once again. So the prison sentence should be as long as the crime maker deserves or he will not understand the extent in which he was wrong. Increasing the prison sentence will reduce the number of people who are able to make some kind of crime, because they would not like to be given such a long prison sentence. So people who know what is expected to them will think before committing crime. Nevertheless there are people who believe in existence of other ways of reducing crime that can be more liberal for person that have committed a crime. For example one of these ways can be a work of a psycologist with a person who was wrong in his actions. So if person do not understand that his action is bad and wrongit, the psycologist will explain it.  In my opinion the first group of people is right, so I think the longer prison sentence will reduce crime, but not any alternative and liberal ways. People who commit crimes are abnormal, their psychics is not the same as normal people's. So any alternative way of reducing crime will not be as efficient, as heavy one for the person which is able to commit a crime.    . ",70,2,2
4.41,6,2,2,0,4,17,370,6.35,21.76,30,26,4,12,26,22,32,0,3,18.12,17.26,23.75,24.19,0.44,0.1,0.04,0.15,0.04,0.71,0.11,0.02,0.15,166,0.45,6.1,8.63,0.86,283.99,0.82,0.45,0.83,15.7,2.8,0.12,0.16,0.2,0.09,0.29,0.08,0.11,0.06,0.03,2.5,0.48,1.0,15,1,6,0,0,2,22,19,2,1,2,0,3,0,0,0,0,./data/exam/exam2014/LPo_11_2,"Some people believe that there should be equal numbers of male and female abiturients at educational institutions (for the highes education) in each subject.  As for me, I can not totally agree with them, because the interests of both genders are really different.
First of all, it is well-known fact that there are two groups of specialization: human studies and technics. Men are more tend to the second, such as physics, geometry, enjyneering, while women prefer the first one, for instance, literature, art or music, economics. Scientists explain that people have more success in exactly these subjects due to the specific male and female mind.
Moreover, because of this first fact, in my view, it will be impossible to teach equally groups of two genders. There will not be enough stidents in one specialization and even lot in another one. According to statistics there are more women than men in the world, so the equal number of them at universities is an unbelievable dream.
Finally, the government should not accept such system in educational sphere, because, in this case, the youth in country will not be happy and pleased with its freedom for choice. From my point of view, it will lead to dissatisfied population and serious political troubles.
However, I understand that the government is able to make an attempt. It means that some prestigious universities, for example, the main state town’s university, can provide equal places in popular studies for young abiturients. It is possible that this decision will be a good step for improvement of status of a certain subject.
To conclude, I do not believe that equal numbers of both sexes at universities is right for them. They even do not have such opportunity due to modern statistics of world population. On the other hand, of course, some of them can try to accept this law in their educational politics and increase their popularity among young people.
",65,2,3
4.17,9,2,5,2,4,18,302,3.94,16.78,31,22,9,4,12,10,19,0,8,14.65,15.13,19.5,19.35,0.5,0.03,0.0,0.0,0.0,0.8,0.11,0.02,0.07,123,0.41,5.0,7.08,0.84,135.09,0.8,0.41,0.55,12.1,2.46,0.15,0.11,0.1,0.09,0.19,0.03,0.12,0.07,0.05,2.5,0.48,0.38,22,1,4,0,1,3,13,41,13,4,0,0,1,0,0,0,0,./data/exam/exam2014/MTsy_13_2,"Nowadays people have a lot of problems with their health. There are some opinions about how to improve public health. While some people think that the best way to do it is to increase number of sports facilities, other people consider that there are a lot of other methods to improve our health.
On the one hand, increasing the number of sports facilities could be a good measure to manage this problem. Sport helps us to be in a good shape. It will be useful to organise different sport activities for children at school. Physical activity help to prevent obesity and other diseases. If human do sport he or she will never start to smoke, for example.
But on the other hand, some people think that sport facilities would have little effect on public health and there are other useful measures. For instance, government should provide lows that help to reduce pollution. Moreover, there are a lot of stress today in life that influence our health. So people need to have more relaxation. Also we are always in a hurry and we want to eat fast. Fastfood become very popular in our life but it does not a healthy food.
In my opinion, I think that there are a lot of ways to improve public health. But sports facilities take one of the most significant part among them.
In conclusion, it is very important to pay attention to our health, because if we are healthy, we feel good, we can also do more things then when we are unhealthy. And there are a lot of methods that help to improve public health.
",65,2,1
5.58,8,3,5,4,1,12,274,3.67,22.83,23,18,5,9,20,8,26,4,3,17.0,18.28,25.43,24.18,0.53,0.1,0.07,0.27,0.15,0.74,0.1,0.06,0.11,133,0.49,5.68,8.03,0.87,188.41,0.84,0.49,0.78,16.33,2.86,0.14,0.16,0.15,0.09,0.24,0.08,0.02,0.02,0.05,6.0,0.48,0.41,7,0,6,0,6,2,16,10,4,0,0,0,0,0,0,0,0,./data/exam/exam2016/JSl_88_2,"Today it can be seen that a lot of international companies relocated their business to poor less developed countries. There a frequent discussion about this topic and about its advantages and disadvantages. A lot of people say that moving business have many benefits and major one of them is that this business give economical boost to the poor countries. In other words, international companies create many working places, stimulate local producers, from which they buy resources and pay huge taxes. Second possible advantage is that economicy do not develop main world centers but develops almost equaly in whole world. For instance, car European car producers moved part of their business to the Africa, so this brought some development. On the other hand, business moving has a lot of critics who notice negative points of this process. Firstly, that is known that usually international companies relocate their factories to get more low paid workers and to remove ecological danger from home country. For example, near the River in India there a lot of relocated manufacturies which pollute air, water and soil so-located people suffer from this. Secondly, these international companies have no competitors in country market. They are economically strong and some companies just can not compite with them so this bring stagnation to the country. To sum up, moving business to the poor countries has advantages and disadvantages but, own personally believe that advantages of this process outweigh the disadvantages and it is positive development for out world.  
",60,2,0
4.42,9,0,1,6,7,12,313,5.58,26.08,34,18,16,6,15,18,17,1,3,21.82,24.26,32.14,29.0,0.46,0.1,0.03,0.12,0.03,0.74,0.11,0.02,0.13,150,0.48,6.0,8.48,0.87,326.22,0.85,0.48,0.78,19.53,3.12,0.17,0.15,0.15,0.1,0.25,0.03,0.11,0.04,0.04,2.0,0.44,0.69,14,0,2,0,6,9,13,9,0,2,3,0,0,0,0,0,0,./data/exam/exam2014/AAl_37_2,"Nowadays we live in the society where men and women have equal rights and obligations. However, gender questions in education sphere are discussed even today.
Some people believe that equal amount of boys and girls should be accepted in every faculty. But I fully disagree with this opinion.
I personally believe that acception of a person to the University mustn't depend on his gender but his marks. At first, this may cause a situation , when scores for acception of a faculty will differ much between boys and girls, which , I believe is not correct. After that, big difference in marks can cause bad social conditions between students because students with lower education may feel depressed if they are not well prepared for university. Preparation for future life is extrimely important in higher education and young people must understand that at work they wouldn't be given a special quota for male and female, and that they will live, work and pass work interviews in the same conditions. For example, my mom's friend Julia, who was always thought that boys are stronger then girls and must always take care of them. When Julia came to a new job she began to work, where men behaved with women in equal way and that's why she felt depressed in this place with such conditions.
In conclusion, I'd like to say that many men many minds but I think that we should change education conditions in this way because today we have a lot of more serious problems to deal with. Besides, in my opinion , the only acceptable quotas are for invalids and for people who can't pay for their education.
",55,2,0
4.5,7,3,1,2,1,8,231,8.25,28.88,18,16,2,4,22,8,13,0,0,20.86,21.29,27.23,26.29,0.4,0.1,0.09,0.21,0.09,0.65,0.09,0.03,0.22,84,0.36,3.91,5.53,0.81,284.55,0.73,0.36,0.73,5.82,1.71,0.09,0.1,0.08,0.1,0.17,0.02,0.17,0.02,0.0,3.25,0.64,1.0,2,1,11,0,1,1,6,3,0,0,1,0,0,0,0,5,0,./data/exam/exam2016/MTsy_4_1,"The bar chart illustrates the number of boys and girls, who dont get primary education in Africa, South Asia and Rest Countries of the world in the period from 2000 till 2012.
It is clearly shows that the percentage of kids in Africa has the highest results according to South Asia and other countries. The highest number of children without primary education is in Africa and it is about 45 millions in 2000 and is approximately 35 millions in 2012. To compare with South Asia the number of girls who don't have primary education in 2000 almost the same about 22 millions, while the number of girls with primary education in other countries is only 12,8 millions.
Overall, the percentage boys and girls without primary education in Rest countries decreased from 2000 to 2012. Moreover, the number of boys without acess to primary education is South Asia decreasd more than twice in 2012. What is more, the results show that the numbr of boys without primary education  achieve only 20 millions, in all regions.
To sum up, African’s kids by both sexes have the highest number of children without primary education in comparison with different countries, while the lowest number is both sexes in South Asia region in 2012.
",60,1,0
4.72,9,1,2,5,5,18,335,3.94,18.61,34,24,10,12,14,20,25,1,1,14.47,19.55,24.59,19.41,0.5,0.1,0.11,0.46,0.43,0.71,0.11,0.04,0.15,146,0.44,5.64,7.98,0.86,213.63,0.83,0.44,0.7,18.27,3.02,0.16,0.13,0.11,0.09,0.2,0.06,0.11,0.05,0.0,2.25,0.54,0.46,11,2,8,0,7,2,18,1,0,3,3,0,0,0,0,1,0,./data/exam/exam2016/JSl_294_2,"Some people say that the main purpose of social media such as Facebook and Vkontakte should be to share information and knowledge. Others say the main purpose should be simply to entertain. Social media have become extremely important in nowadays life. Facebook has over a billion users while Vkontakte is used by more than 200 millions people. But why are they so popular? What’s their purpose for that many users? Some people state the main purpose of social media is to share knowledge and information. with the simplicity of a built in messaging interfare, it has never been easier to communicate any idea or subject to a friend or even to a teacher or tutor. Moreover, there are many groups and communities that provide you with interesting and useful information. For example, there are web pages on social media that show you the photos of famous pieces of art and give their history. However, others argue that social media were created mostly for entertainment purposes and they have their point: if you look at a profile of an average social media user, you’re more likely to fins funny pictures or videos that have no educating purpose whatsever. Moreover, most of the information provided on education Vkontakte or Facebook pages is false or not proven. Personally, I believe neither of the groups is right. On my opinion: the main purpose of social media is communication. I use social media mostly to chat to my friends or to keep in touch with people I don’t have time to meet with.  I believe social media were created to simplify communication with old friends or so you can keep in touch with people you meet and the subject of your conversation may very from exchanging important ideas about the creation of Earth to laughing at a funny cat video. 
",65,2,0
5.0,7,3,0,6,2,8,175,10.88,21.88,16,10,6,3,18,7,13,0,0,16.86,21.83,26.48,20.57,0.43,0.35,0.1,0.22,0.1,0.51,0.09,0.03,0.38,84,0.48,4.49,6.35,0.86,559.46,0.77,0.48,0.8,6.4,1.79,0.11,0.14,0.15,0.08,0.23,0.03,0.0,0.03,0.11,2.25,0.7,1.0,2,0,11,0,2,2,5,3,0,0,1,0,0,0,0,0,0,./data/exam/exam2014/EZa_79_1,"This chart demonstrates proportions of men and women who held post-school qualifications in Australia accordin to gender in 1999.
As it can be seen, for three of fives qualification the proportion of men who held them is bigger than women’s proportion. It is the skilled vocational diploma, postgraduate diploma and master’s degree.
The highest percentage of me is for skilled vocational diploma (about 90%). For women the highest proportion is those who has undergraduate diploma, which is the next stage. Percentages of men and women who has bachelor’s degree is nearly the same. But those who has postgraduate diploma divided with percentages 70% and 30% with men’s leading. Finally, for master’s deegree proportion of women increases in comparison with postgraduate diploma’s holders, therefor percentage of men is only 60%, only one with a half times more in comparison with 2 times differ for postgraduate diploma’s grade.
",55,1,0
5.0,8,4,0,1,1,7,183,9.71,26.14,15,13,2,3,18,13,11,1,1,16.67,17.19,25.05,25.17,0.4,0.16,0.12,0.25,0.12,0.72,0.09,0.07,0.13,92,0.5,4.81,6.8,0.87,323.63,0.78,0.5,1.0,8.0,2.0,0.11,0.16,0.14,0.09,0.23,0.08,0.11,0.05,0.03,2.5,0.5,1.75,4,0,3,0,3,9,5,10,1,1,1,0,0,0,0,1,0,./data/exam/exam2016/JSl_5_1,"The diagram illustrate the information about some changes in the amount of children, who did not have access to education in primary school. The data are available for the period from 2000 to 2012 and selected for boys and girls and different regions.
As the overall trend it can be clearly seen that during the all period the number of such children was significantly higher in Africa than in other countries. Moreover, an overall point it should be mentioned that the total number of children without primary education experienced a gradual decline in all parts of the world. What is more, practically everywhere in both periods the percentage of uneducated girls was higher than boys.
It can be noticed from the chart that the amount of kids without access to primary education is South Asia in 2000 was the second in the world after the Africa. However, at the end of the period they wached a minimum of 10 millions and their level of uneducated children is the lowest in the world.
",50,1,0
4.38,8,2,8,1,3,8,181,8.0,22.62,10,7,3,3,17,14,10,9,0,17.43,18.47,24.42,23.14,0.43,0.13,0.07,0.19,0.07,0.62,0.11,0.07,0.2,79,0.44,4.15,5.87,0.84,176.96,0.74,0.44,0.71,7.14,1.89,0.13,0.12,0.16,0.06,0.22,0.02,0.07,0.09,0.09,1.75,0.14,0.64,2,0,6,0,11,1,6,4,0,0,0,0,0,0,0,0,0,./data/exam/exam2017_7/VSa_22_1,"Both diagrams illustrate proportions of different goods, transported by rail and by road in Eastern Europe in 2008. Overall, the main type of goods, distributed by rail in the considered year, is metals, while for road it is food products.
To start with, it can be seen from the chart that nearly one quater of all products transported both by rail and by road was manufactured ones. For other types of goods there is a different proportion in every chart. The most substencial difference is in the transported metals: they share 35% in rail transportation of goods, compared with only 11% in the one of the road. Another stricking feature of the diagrams is that proportion of machinery, distributed by rail, is sixfold bigger than the per cent of the same product, transported by road.
In conclusion, the shares of manufactured goods in transportation are equal for both road and rail distribution, while proportions of other goods varied significantly.
",60,1,0
4.93,7,3,8,4,5,15,307,5.07,20.47,25,16,9,8,18,19,21,6,4,16.64,16.02,22.48,22.79,0.5,0.11,0.06,0.24,0.12,0.72,0.11,0.04,0.13,150,0.49,6.05,8.56,0.87,281.36,0.84,0.49,0.82,23.06,3.4,0.18,0.17,0.12,0.07,0.2,0.03,0.09,0.07,0.05,3.5,0.35,0.44,15,3,10,0,5,2,6,4,1,5,5,0,0,0,0,0,0,./data/exam/exam2014/ZEv_21_2,"Nowadays most of schools face with the problems caused by student behaviour. There are several explanation of that situation; I think, the main reason of issues with bad behaviour at school is the lack of parents’ role in education, which is dismissed by influence of mass media.

In modern world both  of parents are so busy by work and stressful lufestyle that they don’t have time to communicate enough with their child. School which originally plays role of second agient of socialization, tend to be the only one institute to teach student how to behave. But all students can not take the same attantion at school and if causes lack of manners which is necessory for the right behaviour. If parents spend more time with their children, this problems won’t be so huge.

There is another source transating the different types of behaviour for students – the mass culture. Watching TV shows, series or cruel films with fights, violence, students become to think that it is a typical behaviour. When this child face the same situation in real life, he will probably act according to the behaviour’s model from movie. It means that society should carefully watch out standarts of films and TV shows which students are allowed to watch. For example, in Russia all films devided by several categories according to age of audience; students (under 18) must not watch movies with cruel scence.

To conclude, my point is that the best way to solve problems with students’ behaviour is increasing a role of family in children’s education and socialization. Children should see the models of behaviour not from the TV screen but from parents. 
",60,2,0
4.89,6,3,4,3,1,9,194,6.11,21.56,15,12,3,8,13,12,7,4,1,16.62,17.27,22.33,20.38,0.45,0.1,0.14,0.38,0.29,0.71,0.12,0.06,0.11,87,0.45,4.42,6.25,0.85,226.72,0.77,0.45,0.79,8.64,2.08,0.12,0.15,0.11,0.1,0.22,0.08,0.02,0.1,0.02,3.25,0.29,1.0,5,0,9,0,8,1,14,6,2,3,2,0,1,0,0,0,0,./data/exam/exam2017/EGe_267_1,"﻿The given charts represent the amount of transportation of different kinds of goods by various transport, in particular, by rail and by road. It is clearly seen, that some kinds of goods, mostly, food products are more frequently transported by road. On the other hand, it is more common to transport such things as metals and machinery by road.
It is obvious that this situation is caused mostly by two factors: the weight of products to be transported and the time in which they should be delivered. For example, such goods as chemicals and food products spoil clearly faster than metals and machinery. That is why it is better to take them to a place by road, which clearly takes less time. However, another important factor is the weight of products and materials, because it is a lot cheaper to transport heavy metals and machinery by train than by any auto-transport. Nevertheless, such things as manufactured goods which are both light and not-spoiling can be trasported by both rail and road.",65,1,1
4.86,7,3,2,4,8,14,341,7.71,24.36,25,16,9,9,17,15,28,1,4,21.0,19.17,24.96,28.31,0.52,0.08,0.07,0.26,0.14,0.73,0.11,0.02,0.13,159,0.47,6.09,8.61,0.87,239.58,0.83,0.47,0.69,13.79,2.63,0.11,0.18,0.15,0.12,0.27,0.05,0.03,0.09,0.02,0.75,0.48,0.55,17,2,5,0,1,2,28,10,3,3,2,0,0,2,0,0,0,./data/exam/exam2017_6/OBy_55_2,"Nowadays, in the century of modern technology and a huge amount of super smart gadgets, despite the advantages of innovations people often feel themselves worse than their ancestors way for example 20 years ago. Let’s match some health problems people face these days.

It is undoubtendly the case, that different modern technologies make our lives more simple and convenient, but there is also a number of various health problems, which can be explained as a concequence of a widespread use of all the modern stuff. For example, many people of all ages in different contries suffer from the strong headache. Using mobile phones, computers and other important work or university equipments leads to the increasing of a pressure inside our heads, that is why people start to face a pain. Moreover, nowadays, as a lot of people also have some extra serious troubles with their back, especially with the back bones, As a result, they can’t have an active lifestyle, can’t be an effective workers or even a parent of a happy child.

However, there are some steps and even advices that can help people to prevent the health problems progress. For example, people should definitely spend more free time somewhere in a park. It would also be better to give your body a chance to regenerate some useful things inside. Fresh air also can help us to feel ourselves better then we always do using a computer or something like that. Furthermore, of course, it is super important to do some sport activities to make your body and bones stronger. As a result, you will be able to spend more working time near your laptop without pain.

To conclude, modern world has a lot of different useful gadgets. There are a huge amount of health troubles, but lots of solutions also can be find.
",60,2,2
4.23,7,2,1,0,4,13,250,5.54,19.23,22,18,4,2,19,20,4,1,0,16.33,16.47,20.77,21.08,0.3,0.15,0.11,0.32,0.21,0.57,0.09,0.06,0.28,82,0.33,3.67,5.19,0.8,168.76,0.73,0.33,0.63,7.58,1.95,0.16,0.06,0.08,0.09,0.17,0.0,0.04,0.0,0.16,4.0,0.37,0.79,6,2,6,0,3,2,12,2,0,0,8,0,0,0,0,0,0,./data/exam/exam2014/MTsy_5_1,"Бобров Виктор
СПб
28.03.14
менеджмент
13-00
311

TASK 1
	The diagrams illustrate the ages of people living in Yemen and Italy in 2000 and predict the situation until 2050.
	In 2000 about a half of the population of Yemen were people from 15 to 59 years old. While in Italy there were more than 60% of these people.
	It is predicted that until 2050 the proportion of people from 15 to 59 years old in Yemen will increase to 57,3%. And in Italy, opposite, the proportion of these people will decline to 46,2%.
	In 2000 in Yemen there were only 3,6% of people older than 60 years old. While in Italy there were about one-fourth of elderly people. It is predicted, to 2050 this proportion in Yemen will rise to 5,7%, while in Italy the proportion of elderly people will increase dramatically to 42,3%.
	In 2000 in Yemen there were approximately a half of people from 0 to 14 years old. In Italy this proportion was about 14%. It is expected that until 2050 the proportion of this people will decrease sharply to 37% in Yemen while in Italy it will decline a little bit.
	To sum up, it is seen that the population in Italy is becoming older and in Yemen it is becoming younger.
",60,1,0
3.91,8,0,1,3,3,11,185,4.91,16.82,27,22,5,7,5,7,8,1,3,13.9,14.74,18.76,18.6,0.46,0.03,0.0,0.0,0.0,0.77,0.11,0.03,0.09,93,0.5,4.83,6.84,0.87,183.77,0.82,0.5,0.79,17.29,2.94,0.26,0.11,0.14,0.1,0.24,0.03,0.09,0.03,0.09,2.5,0.36,0.79,19,0,4,0,4,3,13,2,0,3,0,0,0,0,0,0,0,./data/exam/exam2014/ESha_9_2,"Creative artists should always be free to express their own ideas. They can write books, paint pictures, make film or music. But very often artists don't think about how their products can affected on people. For example, an artist can write a very sad song or make a dramatic film that can make people feel bad or unhappy. As a result, people can fall in depression. Also an artist' product can expand any dangerous idea that can be harmful for society.


For the reasons mentioned above, I believe that the artist' freedom must be limited by government. There is must be any cencer that will check the main ideas of artist' work and will decide should it be seen in society or should not. But also censor must not have any ideology, it have to only keep the psycological health of people. It does not mean that all works have to do not involve any emotions or intellegent idea. It means that this.
",50,2,0
3.25,5,1,1,1,1,12,163,5.5,13.58,11,10,1,3,15,6,5,1,0,12.64,11.79,14.76,15.73,0.38,0.11,0.0,0.0,0.0,0.71,0.05,0.05,0.19,75,0.46,4.15,5.87,0.85,358.75,0.74,0.46,1.0,7.0,1.87,0.11,0.12,0.11,0.05,0.16,0.0,0.08,0.04,0.04,1.75,0.43,1.14,1,0,5,0,2,0,5,2,0,0,5,0,0,0,0,0,0,./data/exam/exam2014/EPa_23_1,"This charts show the information about Italy`s and Yemen`s ages of the populations. Data is collected in 2000. Also this illustrate a projections for 2050.
In Yemen the percent of adults and children is very huge, and it have only around five percent people sixty and over years old. In Italy we can see other situation. In 2050 it have around 40 percent of old people and only 11 percent of children. On the all period of time from 200 to 2050 the number of children in Italy and Yemen is very different. In Yemen it around 40-50 per cent, in contrast in Italy it very small number. Only around 10-15 percent. But the number of people, who 15-59 years old is similar. In both contries this is a half of all population. In both contries project decreasing number of children and rise the number of retired people.
",55,1,0
4.0,7,2,5,1,6,16,303,6.69,18.94,36,24,12,6,16,17,15,2,1,14.4,15.76,20.82,18.67,0.46,0.06,0.06,0.24,0.12,0.76,0.12,0.02,0.11,139,0.46,5.65,7.99,0.86,199.96,0.83,0.46,0.71,16.94,2.91,0.17,0.13,0.14,0.12,0.26,0.05,0.02,0.02,0.03,5.0,0.47,0.68,14,2,7,0,3,3,13,12,2,3,0,0,0,0,0,0,0,./data/exam/exam2014/MTsy_35_2,"There are a lot of discussions about the effectiveness of the increased number of possibilities for doing sports. These discussions reach their peak when we say that these facilities are the best way to make health of the society perfect.
Many people are agree with this point of view and have a lot of reasons for it. Firstly, large number of stadiums, sportsgrounds and swimming pools make sport activities closer to citizens. For instance, you will attend to some sports when they are really geographically close to you. Secondly, much more people would be healthier when the price for doing sports is reduced. In another words, it is easier to keep fit in the case it is very cheap for you. And thirdly, when people do a lot of sports, they do not have much time to ruin their health. For example, they do not drink alcohol or smoke at all.
Another group of people says that sport activities do not mean as much for our health as other measures. Their first argument is that ecological situation is more important. People who live in the countryside do not often visit gyms but live a long healthy life. Also, the economical situation of population should not be ignored. Scientists have proved that rich people are often happier and healthier than poor ones.
To sum up, the improvement of facilities for doing sports can help to make public health better but it is not the only one. At the first time we have to think about mental health (or happiness) of sitizens and only after that create new sport objects if they still would be needed.
",60,2,0
